Nykaa_Product_ID,Nykaa_Product_Name,Competitor_Rank,Competitor_Product_ID,Competitor_Product_Name,Similarity_Score
61,Nykaa Naturals Reetha & Shikakai Hair Mask(200ml),3,9049,"Dusky Monk - Hair  Serum, With  Reetha, Shikakai (30 ml)",0.722
62,Nykaa Naturals Reetha & Shikakai Revitalizing Serum(50ml),1,9049,"Dusky Monk - Hair  Serum, With  Reetha, Shikakai (30 ml)",0.8017
62,Nykaa Naturals Reetha & Shikakai Revitalizing Serum(50ml),2,9047,Khadi Natural - Amla Hair Serum (50 ml),0.7437
62,Nykaa Naturals Reetha & Shikakai Revitalizing Serum(50ml),3,9027,Khadi Natural Amla & Bhringraj Hair Cleanser(210 ml),0.6369
63,Nykaa Naturals Rice Water & Bamboo Sheet Mask(20 ml),1,9016,Mamaearth Rice Water Bamboo Sheet Mask with Rice Water & Coconut Milk for Deep Hydration(25 gm),0.844
63,Nykaa Naturals Rice Water & Bamboo Sheet Mask(20 ml),2,9017,Mirabelle Papaya Fairness Facial Mask (25 ml),0.7041
63,Nykaa Naturals Rice Water & Bamboo Sheet Mask(20 ml),3,9015,Reema & Luna Charcoal Face Sheet Mask (25ml),0.6582
64,Nykaa Naturals SUNKISSED GLOW Invisible Sunscreen Gel SPF 50 PA++++ (50 gm),1,9020,Aqualogica Glow+ Dewy Sunscreen SPF 50 PA++++ (50 gm),0.7957
64,Nykaa Naturals SUNKISSED GLOW Invisible Sunscreen Gel SPF 50 PA++++ (50 gm),2,9023,Neutrogena Ultra Sheer Dry Touch Sunblock SPF 50+ PA++++( 30 ml),0.7888
64,Nykaa Naturals SUNKISSED GLOW Invisible Sunscreen Gel SPF 50 PA++++ (50 gm),3,9022,Foxtale SPF 50 Vitamin C Glow Sunscreen with PA++++ & Niacinamide(50 ml),0.756
65,Nykaa Naturals Sandalwood & Orange Peel Face Scrub(100gm),1,9004,Sugar  Sandalwood & Orange Peel Face Scrub(100gm),0.8847
65,Nykaa Naturals Sandalwood & Orange Peel Face Scrub(100gm),2,9002,Forest Essentials Facial Cleanser Sandalwood & Orange Peel(130 ml),0.8191
65,Nykaa Naturals Sandalwood & Orange Peel Face Scrub(100gm),3,9003,Mamaearth Tea Tree Face Scrub with Tea Tree and Neem for Skin Purification (100g),0.7278
66,Nykaa Naturals Sandalwood & Orange Peel Face Wash(100ml),1,9004,Sugar  Sandalwood & Orange Peel Face Scrub(100gm),0.839
66,Nykaa Naturals Sandalwood & Orange Peel Face Wash(100ml),2,9002,Forest Essentials Facial Cleanser Sandalwood & Orange Peel(130 ml),0.8104
66,Nykaa Naturals Sandalwood & Orange Peel Face Wash(100ml),3,9000,Aroma Magic Neem & Tea Tree Face Wash(100ml),0.7598
67,"Nykaa Naturals Scalp Purifying Sulphate-Free Shampoo With Charcoal, Bamboo & Neem(400 ml)",1,9027,Khadi Natural Amla & Bhringraj Hair Cleanser(210 ml),0.685
67,"Nykaa Naturals Scalp Purifying Sulphate-Free Shampoo With Charcoal, Bamboo & Neem(400 ml)",2,9025,StBotanica Apple Cider Vinegar & Organic Argan Oil Hair Shampoo (200 ml),0.6427
67,"Nykaa Naturals Scalp Purifying Sulphate-Free Shampoo With Charcoal, Bamboo & Neem(400 ml)",3,9029,Buds & Berries Rice Water and Chia Seeds Nourishing Shampoo (300 ml),0.6099
68,Nykaa Naturals Tea Tree & Neem Face Scrub(100gm),1,9003,Mamaearth Tea Tree Face Scrub with Tea Tree and Neem for Skin Purification (100g),0.8951
68,Nykaa Naturals Tea Tree & Neem Face Scrub(100gm),2,9000,Aroma Magic Neem & Tea Tree Face Wash(100ml),0.8484
68,Nykaa Naturals Tea Tree & Neem Face Scrub(100gm),3,9004,Sugar  Sandalwood & Orange Peel Face Scrub(100gm),0.7329
69,Nykaa Naturals Tea Tree & Neem Purifying Face Wash(100ml),1,9003,Mamaearth Tea Tree Face Scrub with Tea Tree and Neem for Skin Purification (100g),0.8786
69,Nykaa Naturals Tea Tree & Neem Purifying Face Wash(100ml),2,9000,Aroma Magic Neem & Tea Tree Face Wash(100ml),0.8699
69,Nykaa Naturals Tea Tree & Neem Purifying Face Wash(100ml),3,9002,Forest Essentials Facial Cleanser Sandalwood & Orange Peel(130 ml),0.6803
70,Nykaa Rock The Line Kajal Eyeliner (0.35gm),1,9063,Lakmé - Absolute Shine Line Liquid Eyeliner (4.5 ml),0.6919
70,Nykaa Rock The Line Kajal Eyeliner (0.35gm),2,9060,Lakme -  9 to 5 Eye Color Quartet Eye Shadow (7gm),0.6424
70,Nykaa Rock The Line Kajal Eyeliner (0.35gm),3,9064,Plum - NaturStudio All-Day-Wear Kohl Kajal (1.2 gm),0.6405
71,Nykaa SKINRX Spot Correct 5% Niacinamide Night Moisturizer(50 gm),1,9007,deconstruct Brightening Moisturizer- 5% Niacinamide + 1% Kojic Acid + 5% Vitamin C - 50g,0.5849
71,Nykaa SKINRX Spot Correct 5% Niacinamide Night Moisturizer(50 gm),2,9005,Neutrogena Hydro Boost Hyaluronic Acid Face Moisturizer (50g),0.5428
71,Nykaa SKINRX Spot Correct 5% Niacinamide Night Moisturizer(50 gm),3,9023,Neutrogena Ultra Sheer Dry Touch Sunblock SPF 50+ PA++++( 30 ml),0.5331
72,Nykaa SKINRX Ultra Defence Oil Free Sunscreen SPF 50 PA+++ (50 gm),1,9023,Neutrogena Ultra Sheer Dry Touch Sunblock SPF 50+ PA++++( 30 ml),0.8065
72,Nykaa SKINRX Ultra Defence Oil Free Sunscreen SPF 50 PA+++ (50 gm),2,9022,Foxtale SPF 50 Vitamin C Glow Sunscreen with PA++++ & Niacinamide(50 ml),0.7571
72,Nykaa SKINRX Ultra Defence Oil Free Sunscreen SPF 50 PA+++ (50 gm),3,9020,Aqualogica Glow+ Dewy Sunscreen SPF 50 PA++++ (50 gm),0.7554
73,Nykaa SKINRX Ultra Matte Dry Touch Sunscreen SPF 50 PA+++ (50 gm),1,9023,Neutrogena Ultra Sheer Dry Touch Sunblock SPF 50+ PA++++( 30 ml),0.8371
73,Nykaa SKINRX Ultra Matte Dry Touch Sunscreen SPF 50 PA+++ (50 gm),2,9020,Aqualogica Glow+ Dewy Sunscreen SPF 50 PA++++ (50 gm),0.7926
73,Nykaa SKINRX Ultra Matte Dry Touch Sunscreen SPF 50 PA+++ (50 gm),3,9022,Foxtale SPF 50 Vitamin C Glow Sunscreen with PA++++ & Niacinamide(50 ml),0.7755
74,Nykaa SKINRX Vitamin C Moisturizer For Normal To Dry Skin(50 gm),1,9009,Mamaearth Vitamin C Oil-Free Moisturizer(50 gm),0.7104
74,Nykaa SKINRX Vitamin C Moisturizer For Normal To Dry Skin(50 gm),2,9007,deconstruct Brightening Moisturizer- 5% Niacinamide + 1% Kojic Acid + 5% Vitamin C - 50g,0.6297
74,Nykaa SKINRX Vitamin C Moisturizer For Normal To Dry Skin(50 gm),3,9005,Neutrogena Hydro Boost Hyaluronic Acid Face Moisturizer (50g),0.6216
75,Nykaa SKINgenius Sculpting & Hydrating Foundation (30 ml),1,9055,"Maybelline New York - Liquid Foundation, Matte Finish (30 ml)",0.7237
75,Nykaa SKINgenius Sculpting & Hydrating Foundation (30 ml),2,9058,NY Bae -  3-in-1 Primer Foundation Serum (30 ml),0.6459
75,Nykaa SKINgenius Sculpting & Hydrating Foundation (30 ml),3,9057,Recode Studios - HD Luminous Matte Foundation(30 ml),0.6286
76,Nykaa SKINshield Anti-Pollution Matte Foundation (30 ml),1,9056,BLUE HEAVEN - Hyper Anti Pollution Matte Foundation ( 30 ml ),0.7724
76,Nykaa SKINshield Anti-Pollution Matte Foundation (30 ml),2,9055,"Maybelline New York - Liquid Foundation, Matte Finish (30 ml)",0.7177
76,Nykaa SKINshield Anti-Pollution Matte Foundation (30 ml),3,9057,Recode Studios - HD Luminous Matte Foundation(30 ml),0.6128
77,Nykaa Skin Genius BB Cream (30 gm),1,9059,POND'S  - BB+ Cream (30 gm),0.6766
77,Nykaa Skin Genius BB Cream (30 gm),2,9058,NY Bae -  3-in-1 Primer Foundation Serum (30 ml),0.6665
77,Nykaa Skin Genius BB Cream (30 gm),3,9055,"Maybelline New York - Liquid Foundation, Matte Finish (30 ml)",0.6326
78,Nykaa Skin Potion Facial Oil â€“ 24K Gold (30 ml),1,9014,Love Earth 24K Gold Glass Face Oil(30 ml),0.8111
78,Nykaa Skin Potion Facial Oil â€“ 24K Gold (30 ml),2,9013,Indulgeo Essentials Rose Gold Daily Oil(30 ml),0.7372
78,Nykaa Skin Potion Facial Oil â€“ 24K Gold (30 ml),3,9011,RAS Luxury Oils Radiance Beauty-Boosting Face Elixir(15 ml),0.6933
79,Nykaa Skin Potion Facial Oil â€“ Anti-Acne (30 ml),1,9011,RAS Luxury Oils Radiance Beauty-Boosting Face Elixir(15 ml),0.7387
79,Nykaa Skin Potion Facial Oil â€“ Anti-Acne (30 ml),2,9014,Love Earth 24K Gold Glass Face Oil(30 ml),0.7117
79,Nykaa Skin Potion Facial Oil â€“ Anti-Acne (30 ml),3,9013,Indulgeo Essentials Rose Gold Daily Oil(30 ml),0.7035
80,Nykaa Skin Potion Facial Oil â€“ Anti-Pigmentation (30 ml),1,9014,Love Earth 24K Gold Glass Face Oil(30 ml),0.7085
80,Nykaa Skin Potion Facial Oil â€“ Anti-Pigmentation (30 ml),2,9011,RAS Luxury Oils Radiance Beauty-Boosting Face Elixir(15 ml),0.7032
80,Nykaa Skin Potion Facial Oil â€“ Anti-Pigmentation (30 ml),3,9013,Indulgeo Essentials Rose Gold Daily Oil(30 ml),0.6811
81,Nykaa Skin Potion Facial Oil â€“ Dull & Dry Skin (30 ml),1,9014,Love Earth 24K Gold Glass Face Oil(30 ml),0.7301
81,Nykaa Skin Potion Facial Oil â€“ Dull & Dry Skin (30 ml),2,9011,RAS Luxury Oils Radiance Beauty-Boosting Face Elixir(15 ml),0.7049
81,Nykaa Skin Potion Facial Oil â€“ Dull & Dry Skin (30 ml),3,9013,Indulgeo Essentials Rose Gold Daily Oil(30 ml),0.6996
82,Nykaa Skin Potion Facial Oil â€“ Glow Boosting(30 ml),1,9011,RAS Luxury Oils Radiance Beauty-Boosting Face Elixir(15 ml),0.7494
82,Nykaa Skin Potion Facial Oil â€“ Glow Boosting(30 ml),2,9014,Love Earth 24K Gold Glass Face Oil(30 ml),0.7346
82,Nykaa Skin Potion Facial Oil â€“ Glow Boosting(30 ml),3,9013,Indulgeo Essentials Rose Gold Daily Oil(30 ml),0.6895
83,Nykaa SkinRX Ceramide Barrier Repair Face MoisturizerÂ (50 gm),1,9006,CeraVe Moisturizer Cream For Dry Skin With Ceramides(50 ml),0.7024
83,Nykaa SkinRX Ceramide Barrier Repair Face MoisturizerÂ (50 gm),2,9005,Neutrogena Hydro Boost Hyaluronic Acid Face Moisturizer (50g),0.6461
83,Nykaa SkinRX Ceramide Barrier Repair Face MoisturizerÂ (50 gm),3,9008,Lakme Lumi Lit Strobe Cream Highlighter + Moisturizer + Primer (30 gm),0.5864
84,Nykaa Skinrx Hyaluronic Acid Face Day Moisturizer(50 gm),1,9005,Neutrogena Hydro Boost Hyaluronic Acid Face Moisturizer (50g),0.81
84,Nykaa Skinrx Hyaluronic Acid Face Day Moisturizer(50 gm),2,9009,Mamaearth Vitamin C Oil-Free Moisturizer(50 gm),0.5983
84,Nykaa Skinrx Hyaluronic Acid Face Day Moisturizer(50 gm),3,9011,RAS Luxury Oils Radiance Beauty-Boosting Face Elixir(15 ml),0.5786
85,Nykaa So Matte! Lipstick (4.2 gm),1,9050,Mamaearth - Creamy Matte Long Stay Lipstick (4.2 gm),0.7693
85,Nykaa So Matte! Lipstick (4.2 gm),2,9051,Maybelline - SuperStay Matte Ink Liquid Lipstick (5 ml),0.7169
85,Nykaa So Matte! Lipstick (4.2 gm),3,9054,L'Oréal Paris -  Color Riche Matte Lipstick (2 gm),0.7162
86,Nykaa Ultra Matte Lipstick (5 gm),1,9050,Mamaearth - Creamy Matte Long Stay Lipstick (4.2 gm),0.7566
86,Nykaa Ultra Matte Lipstick (5 gm),2,9051,Maybelline - SuperStay Matte Ink Liquid Lipstick (5 ml),0.7494
86,Nykaa Ultra Matte Lipstick (5 gm),3,9054,L'Oréal Paris -  Color Riche Matte Lipstick (2 gm),0.7275
87,Nykaa Wanderlust Body Care Set (830ml),1,9093,RENEE -  Bath & Body Care Set,0.7463
87,Nykaa Wanderlust Body Care Set (830ml),2,9094,The Body Shop -  British Rose Ultimate Collection,0.731
87,Nykaa Wanderlust Body Care Set (830ml),3,9092,L'Occitane - Hand Cream Trio Set (Pack of 3) (35 ml),0.7243
88,Nykaa Wanderlust Body Mist - Country Rose  (200 ml),1,9083,Plum -  Rose Body Mist (150 ml),0.7855
88,Nykaa Wanderlust Body Mist - Country Rose  (200 ml),2,9082,The Body Shop - Lavender Body Mist (100 ml),0.7793
88,Nykaa Wanderlust Body Mist - Country Rose  (200 ml),3,9084,Plum - Hawaiian Rumba  BodyLovin’ Body Mist (150 ml),0.7497
89,Nykaa Wanderlust Body Mist - French Lavender (200 ml),1,9082,The Body Shop - Lavender Body Mist (100 ml),0.8537
89,Nykaa Wanderlust Body Mist - French Lavender (200 ml),2,9081,Victoria’s Secret - Fragrance Mist (250 ml),0.7811
89,Nykaa Wanderlust Body Mist - French Lavender (200 ml),3,9083,Plum -  Rose Body Mist (150 ml),0.7584
90,Nykaa Wanderlust Body Mist - Hawaiian Jasmine  (200 ml),1,9084,Plum - Hawaiian Rumba  BodyLovin’ Body Mist (150 ml),0.8111
90,Nykaa Wanderlust Body Mist - Hawaiian Jasmine  (200 ml),2,9082,The Body Shop - Lavender Body Mist (100 ml),0.76
90,Nykaa Wanderlust Body Mist - Hawaiian Jasmine  (200 ml),3,9083,Plum -  Rose Body Mist (150 ml),0.7379
91,Nykaa Wanderlust Body Mist - Japanese Cherry Blossom (200 ml),1,9084,Plum - Hawaiian Rumba  BodyLovin’ Body Mist (150 ml),0.7811
91,Nykaa Wanderlust Body Mist - Japanese Cherry Blossom (200 ml),2,9083,Plum -  Rose Body Mist (150 ml),0.7566
91,Nykaa Wanderlust Body Mist - Japanese Cherry Blossom (200 ml),3,9082,The Body Shop - Lavender Body Mist (100 ml),0.7437
92,Nykaa Wanderlust Body Mist - Sicilian Sweet Pea (200 ml),1,9084,Plum - Hawaiian Rumba  BodyLovin’ Body Mist (150 ml),0.7537
92,Nykaa Wanderlust Body Mist - Sicilian Sweet Pea (200 ml),2,9082,The Body Shop - Lavender Body Mist (100 ml),0.7175
92,Nykaa Wanderlust Body Mist - Sicilian Sweet Pea (200 ml),3,9083,Plum -  Rose Body Mist (150 ml),0.704
93,Nykaa Wanderlust Body Mist Miniature Set ( Pack of 2 - 100 ml),1,9091,Bath & Body Works - Travel Size Fine Fragrance Mist Duo (80 ml),0.7258
93,Nykaa Wanderlust Body Mist Miniature Set ( Pack of 2 - 100 ml),2,9090,Ajmal - Artisan Luxury Fragrance Eau de Parfum Gift Set - Pack of 4 (80 ml),0.7066
93,Nykaa Wanderlust Body Mist Miniature Set ( Pack of 2 - 100 ml),3,9092,L'Occitane - Hand Cream Trio Set (Pack of 3) (35 ml),0.7027
94,Nykaa Wanderlust Hand Cream Gift Set (Pack of 3 - 90 ml),1,9092,L'Occitane - Hand Cream Trio Set (Pack of 3) (35 ml),0.8266
94,Nykaa Wanderlust Hand Cream Gift Set (Pack of 3 - 90 ml),2,9090,Ajmal - Artisan Luxury Fragrance Eau de Parfum Gift Set - Pack of 4 (80 ml),0.7312
94,Nykaa Wanderlust Hand Cream Gift Set (Pack of 3 - 90 ml),3,9093,RENEE -  Bath & Body Care Set,0.6803
